Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU_ID,Strategy,Depth,June_Abundance,March_Abundance,May_Abundance,September_Abundance,Location,Winter_Logfoldchange,Snowmelt_Logfoldchange,Spring_Logfoldchange,Winter_logfold_CI,Snowmelt_logfold_CI,Spring_logfold_CI,Winter_adj.p,Snowmelt_adj.p,Spring_adj.p,Trophic.Mode,Guild
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA,OTU_2756,Spring,15 cm +,0.00002,0,0,0,Hillslope,0,0,10.56,Inf,Inf,1.15,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Erysiphales,f__Erysiphaceae,g__Podosphaera,s__Podosphaera_sp,OTU_3623,Spring,15 cm +,0.00001,0,0,0,Hillslope,0,0,9.82,Inf,Inf,1.15,1,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Clitopilus,NA,OTU_3287,Spring,0 to 5 cm,0,0,0,0,Hillslope,0,0,8.75,Inf,Inf,1.13,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,s__Crocicreas_sp,OTU_2023,Spring,0 to 5 cm,0.00002,0,0,0,Hillslope,0,0,11.07,Inf,Inf,1.14,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Rhytismatales,f__Rhytismataceae,g__Lophodermium,s__Lophodermium_sp,OTU_2553,Spring,0 to 5 cm,0.00001,0,0,0,Hillslope,0,0,10.16,Inf,Inf,1.14,1,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_longisporopsis,OTU_1730,Spring,0 to 5 cm,0.00004,0,0,0,Hillslope,0,0,11.97,Inf,Inf,1.14,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,OTU_3973,Spring,0 to 5 cm,0.00001,0,0,0,Hillslope,0,0,9.16,Inf,Inf,1.14,1,1,0,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_bovinus,OTU_3383,Spring,0 to 5 cm,0,0,0,0,Hillslope,0,0,8.75,Inf,Inf,1.13,1,1,0,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,s__Knufia_sp,OTU_3566,Spring,5 to 15 cm,0.00001,0,0,0,Hillslope,0,0,10.17,Inf,Inf,1.14,1,1,0,Mixotrophic,Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sarnyensis,OTU_814,Spring,5 to 15 cm,0.00034,0,0,0,Hillslope,0,0,15.06,Inf,Inf,1.14,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Devriesia,s__Devriesia_pseudoamericana,OTU_1425,Spring,0 to 5 cm,0.00004,0,0,0,Hillslope,0,0,12.1,Inf,Inf,1.14,1,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Devriesia,s__Devriesia_pseudoamericana,OTU_1425,Spring,5 to 15 cm,0.00015,0,0,0,Hillslope,0,0,13.86,Inf,Inf,1.07,1,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,NA,OTU_2504,Spring,5 to 15 cm,0.00001,0,0,0,Hillslope,0,0,10.39,Inf,Inf,1.14,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Montagnula,s__Montagnula_aloes,OTU_1402,Spring,15 cm +,0.00015,0,0,0,Hillslope,0,0,13.84,Inf,Inf,1.16,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Lophiostoma,NA,OTU_1630,Spring,15 cm +,0.0001,0,0,0,Hillslope,0,0,13.27,Inf,Inf,1.16,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,s__Phaeococcomyces_eucalypti,OTU_1671,Spring,15 cm +,0.0001,0,0,0,Hillslope,0,0,13.33,Inf,Inf,1.16,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__Archaeorhizomyces_sp,OTU_2970,Spring,15 cm +,0.00002,0,0,0,Hillslope,0,0,11.21,Inf,Inf,1.16,1,1,0,Saprotroph,Soil Saprotroph
k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,NA,OTU_2842,Spring,15 cm +,0.00002,0,0,0,Hillslope,0,0,10.95,Inf,Inf,1.16,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_salmonis,OTU_3231,Spring,0 to 5 cm,0.00001,0,0,0,Hillslope,0,0,9.28,Inf,Inf,1.14,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_salmonis,OTU_3231,Spring,15 cm +,0.00001,0,0,0,Hillslope,0,0,9.63,Inf,Inf,1.15,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiomycetes_ord_Incertae_sedis,f__Leotiomycetes_fam_Incertae_sedis,g__Scytalidium,s__Scytalidium_lignicola,OTU_3678,Spring,5 to 15 cm,0.00002,0,0,0,Hillslope,0,0,11.22,Inf,Inf,1.14,1,1,0,Saprotroph,Wood Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,NA,OTU_3021,Spring,5 to 15 cm,0.00005,0,0,0,Hillslope,0,0,12.29,Inf,Inf,1.14,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,NA,OTU_3021,Spring,15 cm +,0.00004,0,0,0,Hillslope,0,0,12.07,Inf,Inf,1.16,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Cuphophyllus,s__Cuphophyllus_virgineus,OTU_2510,Spring,15 cm +,0.00001,0,0,0,Hillslope,0,0,10.48,Inf,Inf,1.15,1,1,0,Mixotrophic,Undefined Saprotroph-Undefined Symbiotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,s__Cladophialophora_chaetospira,OTU_3014,Spring,0 to 5 cm,0.00004,0,0,0,Hillslope,0,0,11.86,Inf,Inf,1.14,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Funneliformis,s__Funneliformis_mosseae,OTU_3967,Spring,0 to 5 cm,0.00006,0,0,0,Hillslope,0,0,12.45,Inf,Inf,1.14,1,1,0,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,s__Knufia_peltigerae,OTU_260,Winter,0 to 5 cm,0,0.0008,0.00017,0,Hillslope,16.29,-2.28,-14.01,19.96,6.03,4.39,0.008,1,0,Mixotrophic,Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_alpina,OTU_32,Winter,5 to 15 cm,0,0.00014,0,0,Hillslope,13.73,-13.73,0,13.31,13.31,Inf,0.004,0.002,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_alpina,OTU_32,Winter,15 cm +,0,0.00038,0.00003,0,Hillslope,15.2,-3.78,-11.42,18.04,6.84,5.88,0.006,0.328,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Tetracladium,s__Tetracladium_sp,OTU_346,Winter,5 to 15 cm,0,0.00019,0.00002,0,Hillslope,14.23,-3.53,-10.7,17.9,7.28,5.64,0.009,0.534,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Lachnum,s__Lachnum_sp,OTU_5,Winter,0 to 5 cm,0,0.00228,0.00005,0,Hillslope,17.8,-5.66,-12.14,21.46,9.4,7.76,0.007,0.22,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Articulospora,s__Articulospora_sp,OTU_343,Winter,5 to 15 cm,0,0.00066,0.00004,0,Hillslope,16.02,-3.91,-12.11,18.17,6.54,6.02,0.006,0.222,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_hyalina,OTU_179,Winter,0 to 5 cm,0,0.00078,0.00001,0,Hillslope,16.26,-6.4,-9.85,19.92,10.15,8.51,0.008,0.171,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_hyalina,OTU_67,Winter,15 cm +,0,0.00041,0.00003,0,Hillslope,15.33,-3.91,-11.42,19,7.65,6.01,0.009,0.459,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Gliomastix,s__Gliomastix_tumulicola,OTU_277,Winter,0 to 5 cm,0,0.00141,0.00001,0,Hillslope,17.1,-7.25,-9.85,20.77,11,9.35,0.008,0.133,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cadophora,NA,OTU_3157,Winter,0 to 5 cm,0,0.001,0.00002,0,Hillslope,16.62,-6.06,-10.56,20.28,9.81,8.17,0.008,0.19,0,Endophyte,Endophyte
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,s__Comoclathris_sedi,OTU_687,Winter,5 to 15 cm,0,0.00014,0,0,Hillslope,13.73,-13.73,0,13.31,13.31,Inf,0.004,0.002,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Ganodermataceae,g__Ganoderma,NA,OTU_492,Winter,15 cm +,0.0001,0.00081,0,0.00004,Hillslope,4.47,-16.3,13.31,6.58,14.57,17.53,0.033,0.002,0.003,Mixotrophic,Plant Pathogen-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Subplenodomus,NA,OTU_496,Winter,0 to 5 cm,0,0.00121,0.00001,0,Hillslope,16.88,-7.03,-9.85,20.55,10.77,9.13,0.008,0.14,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,s__Oidiodendron_truncatum,OTU_1146,Winter,15 cm +,0,0.00033,0.00003,0,Hillslope,15.01,-3.55,-11.46,18.68,7.29,5.65,0.009,0.534,0,Ericoid Mycorrhizal,Ericoid Mycorrhizal
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_amoeboidea,OTU_3151,Winter,5 to 15 cm,0,0.00014,0,0,Hillslope,13.73,-13.73,0,13.31,13.31,Inf,0.004,0.002,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_amoeboidea,OTU_3151,Winter,15 cm +,0,0.00026,0.00002,0,Hillslope,14.68,-3.5,-11.18,16.37,5.93,5.61,0.006,0.232,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Stephanonectria,s__Stephanonectria_keithii,OTU_665,Winter,0 to 5 cm,0,0.0002,0.00001,0,Hillslope,14.29,-4.44,-9.85,17.96,8.19,6.55,0.009,0.358,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Glarea,s__Glarea_sp,OTU_1665,Winter,5 to 15 cm,0,0.00026,0.00005,0,Hillslope,14.64,-2.36,-12.28,18.31,6.11,4.47,0.009,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Rhexocercosporidium,s__Rhexocercosporidium_panacis,OTU_2901,Winter,5 to 15 cm,0,0.00006,0.00002,0,Hillslope,12.64,-1.95,-10.7,16.31,5.69,4.05,0.01,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium,s__Acremonium_dichromosporum,OTU_509,Winter,0 to 5 cm,0,0.00027,0.00002,0,Hillslope,14.71,-3.86,-10.85,18.38,7.6,5.96,0.009,0.465,0,Pathogen,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA,OTU_355,Winter,5 to 15 cm,0,0.00096,0.00002,0,Hillslope,16.55,-5.44,-11.11,20.22,9.19,7.55,0.008,0.232,0,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_carpinicola,OTU_2757,Winter,5 to 15 cm,0,0.00115,0,0,Hillslope,16.81,-16.81,0,6.36,6.36,Inf,0,0,1,Saprotroph,Dung Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Uncobasidium,s__Uncobasidium_sp,OTU_2110,Winter,5 to 15 cm,0,0.00019,0.00002,0,Hillslope,14.23,-3.53,-10.7,17.9,7.28,5.64,0.009,0.534,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Saccharicola,s__Saccharicola_sp,OTU_2116,Winter,5 to 15 cm,0,0.00019,0.00013,0,Hillslope,14.23,-0.53,-13.7,17.9,4.28,2.64,0.009,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,s__Cistella_sp,OTU_2442,Winter,5 to 15 cm,0.00017,0.00054,0,0,Hillslope,15.73,-15.73,14.09,15.31,15.31,17.84,0.004,0.002,0.002,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_oblectabilis,OTU_14,Snowmelt,5 to 15 cm,0,0,0.16508,0,Hillslope,0,23.98,-23.98,Inf,23.9,23.9,1,0.002,0,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,f__Myriangiales_fam_Incertae_sedis,g__Endosporium,s__Endosporium_sp,OTU_891,Snowmelt,0 to 5 cm,0.00009,0,0.00012,0.00005,Hillslope,-12.2,13.59,-0.44,14.3,12.54,15.06,0.006,0.002,0.934,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__Tomentella_fuscocinerea,OTU_36,Snowmelt,5 to 15 cm,0.00003,0,0.08818,0.0169,Hillslope,-20.69,23.07,-11.72,22.79,22.55,25.2,0.006,0.002,0.07,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Minutisphaerales,f__Minutisphaeraceae,g__Minutisphaera,s__Minutisphaera_japonica,OTU_1063,Snowmelt,0 to 5 cm,0,0,0.00024,0,Hillslope,0,14.55,-14.55,Inf,13.82,13.82,1,0.002,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_carpinicola,OTU_79,Spring,0 to 5 cm,0.00033,0.00006,0.00007,0.0001,Hillslope,-0.76,0.12,2.35,4.46,3.79,1.77,1,1,0,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_sublectaticum,OTU_1030,Spring,15 cm +,0.00007,0,0,0.00007,Hillslope,-12.83,0,12.76,14.93,Inf,1.12,0.006,1,0,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Atractospora,s__Atractospora_verruculosa,OTU_485,Spring,15 cm +,0.00004,0,0,0,Hillslope,0,0,11.88,Inf,Inf,2.1,1,1,0,Saprotroph,Wood Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,s__Knufia_peltigerae,OTU_556,Spring,15 cm +,0.00008,0,0,0,Hillslope,0,0,12.88,Inf,Inf,2.11,1,1,0,Mixotrophic,Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Ilyonectria,s__Ilyonectria_mors-panacis,OTU_952,Spring,15 cm +,0.00239,0,0,0.00477,Hillslope,-18.86,0,17.87,20.97,Inf,2.07,0.006,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Gibberella,NA,OTU_143,Spring,0 to 5 cm,0.00003,0,0,0,Hillslope,0,0,11.66,Inf,Inf,2.1,1,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cadophora,s__Cadophora_sp,OTU_134,Spring,15 cm +,0.00855,0.00049,0.00017,0,Hillslope,15.59,-1.56,5.67,19.26,5.25,3.28,0.008,1,0,Endophyte,Endophyte
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariaceae,g__Sordaria,s__Sordaria_fimicola,OTU_364,Spring,5 to 15 cm,0.00002,0,0,0,Hillslope,0,0,10.6,Inf,Inf,2.1,1,1,0,Saprotroph,Dung Saprotroph-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Byssonectria,s__Byssonectria_fusispora,OTU_365,Spring,5 to 15 cm,0.00003,0,0,0.00003,Hillslope,-11.7,0,11.35,13.8,Inf,2.1,0.006,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,NA,OTU_2037,Spring,15 cm +,0.00004,0,0,0,Hillslope,0,0,11.88,Inf,Inf,2.1,1,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA,OTU_367,Spring,15 cm +,0.0012,0.00008,0,0,Hillslope,13.01,-13.01,16.87,16.68,16.68,14.25,0.01,0.036,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Tetracladium,s__Tetracladium_sp,OTU_111,Spring,15 cm +,0.02125,0.00033,0.00008,0.00004,Hillslope,3.18,-2,8.01,6.93,5.75,4.36,0.281,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Tetracladium,s__Tetracladium_marchalianum,OTU_3677,Spring,15 cm +,0.00011,0,0,0,Hillslope,0,0,13.39,Inf,Inf,1.4,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Atractospora,s__Atractospora_decumbens,OTU_1352,Spring,15 cm +,0.00003,0,0,0,Hillslope,0,0,11.63,Inf,Inf,2.1,1,1,0,Saprotroph,Wood Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaeta,s__Pyrenochaeta_sp,OTU_98,Spring,5 to 15 cm,0.00001,0,0,0,Hillslope,0,0,10.35,Inf,Inf,2.1,1,1,0,Saprotroph,Undefined Saprotroph-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_alternata,OTU_919,Spring,15 cm +,0.00004,0,0,0,Hillslope,0,0,11.88,Inf,Inf,2.1,1,1,0,Mixotrophic,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,s__Comoclathris_sedi,OTU_687,Spring,15 cm +,0.00011,0,0,0,Hillslope,0,0,13.47,Inf,Inf,2.11,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Gibberella,NA,OTU_631,Spring,5 to 15 cm,0.00001,0,0,0,Hillslope,0,0,10.35,Inf,Inf,2.1,1,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Entomophthoromycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus,s__Basidiobolus_ranarum,OTU_356,Spring,15 cm +,0.00011,0,0,0.00015,Hillslope,-13.87,0,13.47,15.97,Inf,2.11,0.006,1,0,Mixotrophic,Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA,OTU_617,Spring,15 cm +,0.00005,0,0,0,Hillslope,0,0,12.26,Inf,Inf,1.27,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothideales_fam_Incertae_sedis,g__Selenophoma,s__Selenophoma_mahoniae,OTU_3514,Spring,15 cm +,0.00052,0.0001,0,0,Hillslope,13.26,-13.26,15.67,16.93,16.93,15.23,0.01,0.036,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Tetracladium,s__Tetracladium_marchalianum,OTU_3040,Spring,15 cm +,0.01519,0.00117,0.0001,0.00004,Hillslope,5,-3.57,7.28,7.11,4.99,5.9,0.025,0.072,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,s__Plenodomus_biglobosus,OTU_746,Spring,15 cm +,0.00004,0,0,0,Hillslope,0,0,11.88,Inf,Inf,2.1,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,s__Knufia_peltigerae,OTU_1696,Spring,15 cm +,0.00287,0,0,0,Hillslope,0,0,18.13,Inf,Inf,2.11,1,1,0,Mixotrophic,Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Ilyonectria,s__Ilyonectria_mors-panacis,OTU_838,Spring,5 to 15 cm,0.00042,0,0,0,Hillslope,0,0,15.35,Inf,Inf,2.11,1,1,0,Pathotroph,Plant Pathogen
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_squarrosa,OTU_2918,Spring,5 to 15 cm,0.00001,0,0,0,Hillslope,0,0,10.35,Inf,Inf,2.1,1,1,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cadophora,s__Cadophora_sp,OTU_3632,Spring,5 to 15 cm,0.00001,0,0,0,Hillslope,0,0,10.35,Inf,Inf,2.1,1,1,0,Endophyte,Endophyte
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cadophora,s__Cadophora_sp,OTU_3632,Spring,15 cm +,0.00004,0,0,0,Hillslope,0,0,11.88,Inf,Inf,2.1,1,1,0,Endophyte,Endophyte
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Pochonia,s__Pochonia_bulbillosa,OTU_347,Spring,5 to 15 cm,0.00012,0,0,0,Hillslope,0,0,13.57,Inf,Inf,1.15,1,1,0,Pathotroph,Animal Pathogen
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Disciseda,s__Disciseda_candida,OTU_1239,Spring,5 to 15 cm,0.00001,0,0,0,Hillslope,0,0,10.35,Inf,Inf,2.1,1,1,0,Saprotroph,Soil Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Disciseda,s__Disciseda_candida,OTU_1239,Spring,15 cm +,0.00003,0,0,0,Hillslope,0,0,11.63,Inf,Inf,2.1,1,1,0,Saprotroph,Soil Saprotroph
