16S ID,Percent Relative Abundance,Taxonomy
AF507706.Uncu2511,0.01,Bacteria;Parcubacteria;
RBG_16_OP11_Gottesmanbacteria_52_11_curated,0.01,RBG_16_OP11_Gottesmanbacteria_52_11_curated
AY835388.DrnSvalb,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;
AY145606.UncuB587,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;
RBG_19FT_COMBO_Betaproteobacteria_58_11_curated,0.01,"RBG_16_Betaproteobacteria_58_11_curated, Hydrogenophilales, Betaproteobacteria, Proteobacteria, Bacteria"
AY345552.BcmH2002,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Iodobacter;
GWC1_OD1-rel_45_9,0.01,"Parcubacteria, Bacteria"
AF402976.Unc47333,0.01,Bacteria;Bacteroidetes;SB-5;
GWA2_OD1_41_22_partial,0.01,"GWA2_OD1_41_22_partial, Yanofskybacteria, Parcubacteria, Bacteria"
RBG_16_Chloroflexi_63_12_curated,0.01,RBG_16_Chloroflexi_63_12_curated
AY493930.UncuS769,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AJ581610.Unc011z5,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AY177802.UncDe574,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulforhopalus;
AF312020.CupCampi,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;
DQ394958.UncGeo74,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;VHS-B3-70;
KJ452169.SpdSpeci,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;
RBG_16_Alphaproteobacteria_42_14_curated,0.01,"RIFCSPHIGHO2_02_FULL_Alphaproteobacteria_42_30_curated, Alphaproteobacteria, Proteobacteria, Bacteria"
RBG_16_Elusimicrobia_66_12_curated,0.01,RBG_16_Elusimicrobia_66_12_curated
AY493928.Uncu2670,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AY268171.PndGenom,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;
AF335182.GbtGrbi2,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
AY234719.BcmEll35,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;
BD356900.RccTenu2,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus;
AY007666.DpsSpe25,0.01,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus;
AB763347.DsbSpeci,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
AF078773.ComSpe54,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;
DQ145535.GbtPicke,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
Z95733.UncA6270,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
RIFCSPHIGHO2_02_FULL_OD1_Sungbacteria_52_23_curated,0.01,RIFCSPHIGHO2_02_FULL_RIF_OD1_13_52_23_curated
AJ227773.CauSpe38,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;
AB166770.UncB1445,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Candidatus_Accumulibacter;
AY218774.Unc01g0r,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Actimicrobium;
AY493929.Uncu3221,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AF423235.UncuS578,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
GWA2_Polynucleobacter_45_21_curated,0.01,GWA2_Polynucleobacter_45_21_curated
RIFCSPLOWO2_02_FULL_Chlamydiae_49_12_curated,0.01,RIFCSPLOWO2_02_FULL_Chlamydiae_49_12_curated
GWA2_Chlamydiae_50_15_curated,0.01,"RIFCSPLOWO2_02_FULL_Chlamydiae_49_12_curated, Chlamydiales, Chlamydiia, Chlamydiae, Bacteria"
AJ440985.An7Bac30,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;
RBG_19FT_COMBO_Betaproteobacteria_58_11_curated,0.01,"RBG_16_Betaproteobacteria_58_11_curated, Hydrogenophilales, Betaproteobacteria, Proteobacteria, Bacteria"
RIFCSPLOWO2_12_FULL_Betaproteobacteria_64_23_curated,0.01,RIFCSPLOWO2_12_FULL_Betaproteobacteria_64_23_curated
AF357915.DrnMichi,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;
AJ240992.UncD1786,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;SEEP-SRB4;
AY555809.Unc02tm7,0.01,Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;BSV26;
AF423279.UncuS579,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AB186840.UncB2064,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;
AB234261.UncB3101,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;GR-WP33-30;
AB179503.UncB1655,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Solimonadaceae;Polycyclovorans;
AF026993.UniDelta,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;
Y18703.BurMulti,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AF312022.CupBasil,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;
AJ576389.Unc50600,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;
GWA2_Polynucleobacter_45_21_curated,0.01,GWA2_Polynucleobacter_45_21_curated
AM997696.UncDee86,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;
AB021302.TrvAggre,0.01,Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Thermodesulfovibrio;
AY212701.Unc02piy,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;
RIFCSPLOWO2_02_FULL_Deltaproteobacteria_44_34_curated,0.01,"RIFCSPHIGHO2_02_FULL_Deltaproteobacteria_44_53_curated, Deltaproteobacteria, Proteobacteria, Bacteria"
RIFCSPHIGHO2_02_FULL_OD1_Harrisonbacteria_40_20_curated,0.01,"RIFCSPLOWO2_02_FULL_OD1_Wolfebacteria_41_13b_curated, Wolfebacteria, Parcubacteria, Bacteria"
GQ500715.Unc81269,0.01,Bacteria;Candidate_division_OP3;
RIFCSPHIGHO2_02_FULL_Pseudomonadales_60_43_curated,0.01,RIFCSPHIGHO2_02_FULL_Gammaproteobacteria_60_43_curated
AF351217.Unc42524,0.01,Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospirales_Incertae_Sedis;Candidatus_Methylomirabilis;
AJ290009.Unc01px5,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovorax;
AY212681.Unc01ood,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;
AY027801.I1PAmino,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylobacillus;
AF247692.PndSpe20,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;
KC294043.SkeSpec2,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;
DQ395007.UncD2608,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;VHS-B4-70;
GWB2_Deltaproteobacteria_55_19_curated,0.01,GWB2_Deltaproteobacteria_55_19_curated
AB238787.UncB3579,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;
AB688113.BvdAbyss,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
AB240367.UncB3781,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
AF019073.HdpPall2,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;
GWA2_Polynucleobacter_45_21_curated,0.01,GWA2_Polynucleobacter_45_21_curated
AJ704683.UncDe419,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
AY326611.Uncu2414,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;DA111;
RBG_16_Chloroflexi_51_9_curated,0.01,RBG_16_Chloroflexi_51_9_curated
AF448515.CvbMixtu,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;
AY093479.Unc72538,0.01,Bacteria;Chloroflexi;Dehalococcoidia;vadinBA26;
D89029.BcmBTH00,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
AM746084.UncD1857,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
AB024305.MiuSpec3,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;
AB847449.LblLuteo,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Labilithrix;
AF408329.UncVar37,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
DQ811794.UncD1033,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;
RBG_19FT_COMBO_Betaproteobacteria_58_11_curated,0.01,"RBG_16_Betaproteobacteria_58_11_curated, Hydrogenophilales, Betaproteobacteria, Proteobacteria, Bacteria"
AJ535243.UncD1762,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfocapsa;
AY218568.Unc01p4i,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Chlorochromatium;
AB326110.SvmIriom,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Silvimonas;
GWC1_OD1_50_9,0.01,"GWC1_OD1_50_9, Adlerbacteria, Parcubacteria, Bacteria"
AB098515.McvFlocc,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;
AB076883.UncAchr2,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;
AM086118.Unc53383,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;
AB179507.UncB1694,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera;
DQ811792.UncD2684,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324_clade(Marine_group_B);
GWB1_OD1_42_72_partial,0.01,"GWB1_OD1_42_72_partial, Azambacteria, Parcubacteria, Bacteria"
AY326525.Uncu3064,0.01,Bacteria;Verrucomicrobia;OPB35_soil_group;
AJ318125.Uncu1655,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Eoetvoesia;
AB297965.RhcDauci,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter;
RIFCSPLOWO2_12_FULL_Gammaproteobacteria_38_14_curated,0.01,"RIFCSPLOWO2_02_FULL_Gammaproteobacteria_38_11_curated, Gammaproteobacteria, Proteobacteria, Bacteria"
AY127900.VrvPar50,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
RBG_19FT_COMBO_Betaproteobacteria_58_11_curated,0.01,"RBG_16_Betaproteobacteria_58_11_curated, Hydrogenophilales, Betaproteobacteria, Proteobacteria, Bacteria"
AY169432.VrvPar57,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
U68528.DlbChlor,0.01,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;
RBG_16_Deltaproteobacteria_44_11_curated,0.01,RBG_16_Deltaproteobacteria_44_11_curated
AY326562.Uncu2408,0.01,Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);Candidatus_Koribacter;
HM208383.CoxBurne,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;
DQ138957.Unc03khk,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
RIFCSPLOWO2_02_FULL_OD1_Kaiserbacteria_45_11b_curated,0.01,"RIFCSPLOWO2_12_FULL_OD1_Kaiserbacteria_45_26_curated, Kaiserbacteria, Parcubacteria, Bacteria"
AJ318168.UncD1748,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;
AJ224038.NirSpec5,0.01,Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;
AF043302.BurVietn,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AF311972.BurCep80,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AJ565430.HylSpeci,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;
DQ831538.UncD2788,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081_sediment_group;
AY947909.UncD2432,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;
AJ292593.UncE4839,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;
AM997284.UncD1627,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;
GWF2_OD1_52_12,0.01,"Parcubacteria, Bacteria"
GWB2_WWE3_43_22_part,0.01,"GWB2_WWE3_43_22_part, WWE3, Bacteria"
AY140910.CddFrits,0.01,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus_Fritschea;
L33692.AzoToluv,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azoarcus;
RIFCSPHIGHO2_02_FULL_Planctomycetes_50_42_curated,0.01,"RIFCSPLOWO2_02_FULL_Planctomycetes_50_16_curated, Planctomycetes, Bacteria"
GWC1_OD1-like_39_12,0.01,"Parcubacteria bacterium GW2011_GWE2_42_14, Parcubacteria, Bacteria"
AY546509.Unc02xvq,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera;
DQ811801.UncD2776,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
AJ318167.Unc53119,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;
AY218640.Unc02ljc,0.01,Bacteria;Verrucomicrobia;OPB35_soil_group;
RIFCSPLOWO2_02_FULL_Lindowbacteria_62_12_curated,0.01,"RIFCSPLOWO2_12_FULL_RIF02_62_27_curated, RIF2, Bacteria"
RIFCSPHIGHO2_02_FULL_OD1_Uhrbacteria_47_44_curated,0.01,"RIFCSPLOWO2_01_FULL_OD1_Uhrbacteria_47_17_curated, Uhrbacteria, Parcubacteria, Bacteria"
GWC1_OD1_48_11,0.01,"Parcubacteria bacterium GW2011_GWA1_49_26, Parcubacteria, Bacteria organism_desc=Possibly a candidate for curation"
GWB1_Alphaproteobacteria_45_5_curated,0.01,"RIFCSPHIGHO2_01_FULL_Alphaproteobacteria_41_14_curated, Alphaproteobacteria, Proteobacteria, Bacteria"
AY326575.Uncu2409,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_5;
AF407195.Unc01jfg,0.01,Bacteria;Chloroflexi;Dehalococcoidia;GIF3;
RBG_19FT_COMBO_Betaproteobacteria_58_11_curated,0.01,"RBG_16_Betaproteobacteria_58_11_curated, Hydrogenophilales, Betaproteobacteria, Proteobacteria, Bacteria"
AB248627.UncB4147,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;
AY218560.Unc02tet,0.01,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium]_coprostanoligenes_group;
AF523005.UncLim41,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;
AJ970180.SgtErect,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Stigmatella;
AJ292643.UncE7045,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
Z95710.Unc02w9q,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
Y18946.MtiSpori,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus;
AB186839.UncB1973,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;
AF407708.Unc00qdu,0.01,Bacteria;Elusimicrobia;Elusimicrobia;Lineage_IV;
AY250866.Unc02mdf,0.01,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;
AY326586.Uncu2585,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales_Incertae_Sedis;
GWA2_Polynucleobacter_45_21_curated,0.01,GWA2_Polynucleobacter_45_21_curated
AF084511.EcrSpeci,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Ectothiorhodospira;
DQ415842.Unc002r2,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatiferula;
AB543807.HpcVulga,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;
AY386344.MaiGamm5,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudospirillum;
AY549553.EnntOf13,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AY728065.UncD2398,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;
AY218609.Unc02liy,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Chlorochromatium;
AY493562.DstAlken,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum;
AY291121.LmpHyal2,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Lampropedia;
AB069660.TayEqui3,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Taylorella;
AF286032.IFMClon6,0.01,Bacteria;LCP-89;
GWC1_OD1_43_11,0.01,"Parcubacteria, Bacteria"
RIFCSPLOWO2_12_FULL_Deltaproteobacteria_60_19_curated,0.01,RIFCSPLOWO2_12_FULL_Deltaproteobacteria_60_19_curated
AB013271.UncBact8,0.01,Bacteria;Hydrogenedentes;
AB015255.UncGam20,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;
AY328596.Unc72375,0.01,Bacteria;Cyanobacteria;Melainabacteria;Obscuribacterales;
AF465650.Unc01mi2,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_2;
AJ567590.Unc01z8s,0.01,Bacteria;PAUC34f;
AF234706.UncSlu43,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;
AJ488096.Unc01rsi,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;
KC569791.RamSpec2,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;
AF007948.RsoBacte,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Phreatobacter;
RIFCSPLOWO2_12_FULL_Bacteroidetes_35_15_curated,0.01,RIFCSPLOWO2_12_FULL_Bacteroidetes_35_15_curated
AJ704681.UncD1343,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081_sediment_group;
RIFCSPLOWO2_02_FULL_Chloroflexi_71_16_curated,0.01,"RIFCSPLOWO2_12_FULL_RIF_CHLX_71_12_curated, Chloroflexi, Bacteria"
AF485788.Unc01n8k,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_17;
AY538172.AarBact2,0.01,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;
AB238778.UncB3502,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;
AJ237607.DsbIndol,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium;
FJ182044.PvcIndic,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Parvibaculum;
AB186848.UncB2004,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;
AB513180.BurAcidi,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AB016167.RbxGela4,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rubrivivax;
GWF2_OD1_41_8_partial,0.01,"Parcubacteria, Bacteria organism_desc=partial"
GWF2_Bacteroidetes_35_48_curated,0.01,GWF2_Bacteroidetes_35_48_curated
AJ227793.BvdSpe68,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
EU937894.Unc72578,0.01,Bacteria;Candidate_division_OP3;
AY326585.UncuS726,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;bacteriap25;
AF027060.JYSBacte,0.01,Bacteria;Aminicenantes;
AF050560.UncE7016,0.01,Bacteria;Lentisphaerae;WCHB1-41;
AB058909.LegSpe21,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;
DQ768110.CysGraci,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Cystobacter;
AB114620.UncComa3,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
DQ129588.Unc03qry,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;
AB024307.MiuChit3,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Mitsuaria;
AY493915.UncuS800,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;
Z95717.Unc036wf,0.01,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AY250096.Unc71594,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Albidiferax;
AB186847.UncB2005,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
D25311.RplElega,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;
AJ704668.UncDe403,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfopila;
AJ237605.SynSpeci,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfovirga;
AJ582058.Unc011zf,0.01,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;
AY214182.Unc71186,0.01,Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;
DQ088736.Unc03pbr,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;Phaselicystis;
RIFCSPLOWO2_12_FULL_OD1_Nomurabacteria_40_42_curated,0.01,RIFCSPLOWO2_12_FULL_OD1_Nomurabacteria_40_42_curated
RIFCSPHIGHO2_02_FULL_OD1_Magasanikbacteria_47_14_curated,0.01,RIFCSPHIGHO2_02_FULL_OD1_Magasanikbacteria_47_14_curated
GWF2_OD1_43_596,0.01,"GWF2_OD1_43_596, Yanofskybacteria, Parcubacteria, Bacteria organism_desc=a129"
AB058916.LegSpe20,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;
AY532573.Unc02sp5,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19;
EU423304.RamSpeci,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;
AF418947.Unc01pyz,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
AJ496445.ColFun11,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas;
AY252113.SrgCell2,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;
AF285414.XenAzovo,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Xenophilus;
AY375137.Unc01sj0,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;GR-WP33-30;
AY373415.Unc01j19,0.01,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;
AF099061.DtlArcti,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfotalea;
AF289152.Unc01n1f,0.01,Bacteria;TM6;
RIFCSPHIGHO2_02_FULL_OD1_Ryanbacteria_47_25_curated,0.01,"GWA2_OD1_47_10b, Parcubacteria, Bacteria"
GWF1_OD1_44_227,0.01,"GWF2_OD1_43_596, Yanofskybacteria, Parcubacteria, Bacteria"
AB015546.UncBac12,0.01,Bacteria;Lentisphaerae;WCHB1-41;
AY212719.Unc71168,0.01,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Perlucidibaca;
AY188321.Unc74036,0.01,Bacteria;Bacteroidetes;WCHB1-32;
AF419667.Unc01jv7,0.01,Bacteria;Chloroflexi;Thermoflexia;Thermoflexales;Thermoflexaceae;Thermoflexus;
AB016470.HlgOchra,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;
